# 
# 04/29/2024 08:35:00
# The parameters defined in the project are:
# ,P1 - P3@DS_FLAP_HEIGHT,P2 - P3@DS_LO_RIB_WIDTH1,P3 - P3@DS_LO_RIB_WIDTH2,P4 - P3@DS_LO_RIB_WIDTH3,P5 - P3@DS_LA_RIB_WIDTH1,P8 - Equivalent Stress Maximum [Pa],P9 - Equivalent Elastic Strain Maximum [m m^-1]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P3,P4,P5,P8,P9
DP 575,1.9858,2.874,1.6962,2.3093,2.4563,250689354.67120311,0.0035389917385247019
DP 576,2.0983,1.8758,2.4294,1.922,1.8742,253319845.390657,0.003574675356503576
DP 577,2.2989,2.6673,1.9239,1.0896,2.0281,276860999.95902848,0.0039063203439582139
DP 578,1.6194,2.2073,2.2212,2.4893,1.8867,251575335.64785436,0.0035520511446520686
DP 579,2.0395,1.9792,1.641,2.9794,2.2871,250955596.81848264,0.0035459723855767932
DP 580,1.9473,1.6015,2.0713,2.6639,3.0901,252640018.25836962,0.0035688468654240879
DP 581,1.626,1.8837,2.0449,2.6898,2.3436,252701050.66847071,0.0035669970384333283
DP 582,1.7825,2.4585,2.599,1.2885,2.8257,262926589.73553088,0.0037079125953217349
DP 583,1.8508,2.0584,2.4078,2.3409,2.0729,237062907.00733998,0.003344700594122211
DP 584,2.0582,1.9885,1.9021,2.6459,1.8722,252834305.00874442,0.0035716387792490423
DP 585,2.0441,3.0954,1.4244,2.2947,2.7903,251072821.56561702,0.0035434875559682646
DP 586,1.9136,2.0578,2.1127,2.5117,2.521,253233199.1707232,0.003572166315279901
DP 587,2.0427,2.2901,2.1412,2.0653,2.2816,254669753.97577235,0.003595210456599792
DP 588,1.9771,2.0151,2.1744,2.4844,2.7103,250042208.56963003,0.0035273319808766246
DP 589,1.7148,2.1519,2.1938,2.5341,2.0151,253117654.79107729,0.0035755955148488285
DP 590,2.0401,2.5324,2.1042,2.1008,2.1813,244794221.69293717,0.0034569710260257125
DP 591,1.7339,2.6448,2.1776,2.0643,2.131,252405879.98889527,0.0035631591919809578
DP 592,1.8341,1.9515,2.2871,2.3,2.4194,256566348.45048612,0.0036189911059207385
DP 593,1.8387,3.7958,2.2373,1.9293,2.2095,229016816.19031018,0.0032345459330826998
DP 594,1.8403,1.8377,2.6677,2.3886,2.2294,245051575.11160079,0.0034567417460493743
DP 595,1.5517,2.3254,2.085,1.8587,2.3703,279233636.53170192,0.0039442858658730985
DP 596,1.9258,2.3233,1.9669,2.4273,2.4937,249308846.42838055,0.0035187517891504933
DP 597,1.9615,2.5338,1.9809,2.0373,2.5264,254737773.543835,0.0035980028565973043
DP 598,1.8958,2.0347,1.905,2.6152,2.5083,257411268.44478655,0.0036376605276018381
DP 599,2.1782,1.6026,2.1976,2.1507,2.0006,260686972.32606798,0.0036831844481639564
DP 600,1.6634,2.3177,2.4902,2.3978,1.8678,238505417.303498,0.0033678797190077603
DP 601,2.0331,2.7836,2.1201,1.8023,2.5665,252188553.70540914,0.0035642693401314318
DP 602,2.3192,1.5055,1.9208,2.3721,1.5428,255393286.937048,0.0036069201046807896
DP 603,1.8303,1.6769,0.9124,2.1308,2.1612,348898784.05639613,0.0049296515062451363
DP 604,2.1226,2.0916,2.3723,1.9538,2.4351,246315118.05266595,0.0034791593439877032
DP 605,1.5548,2.3883,2.1906,2.2582,2.318,255192536.43819043,0.003599570288012425
DP 606,2.3898,2.3296,2.2665,1.8646,1.4794,245522712.10451511,0.0034638511715456843
DP 607,2.5376,2.3148,1.1755,2.3346,1.7906,259996557.21681076,0.0036679987679235637
DP 608,1.9129,2.3862,2.39,1.9693,2.384,245819705.35043052,0.0034700298274401575
DP 609,1.8904,2.4757,2.327,2.0183,2.4505,245512752.15905803,0.0034669263695832342
DP 610,1.6036,2.3284,2.3377,2.667,1.5046,241127699.79277861,0.0034038191952276975
DP 611,2.0817,2.8883,1.7133,2.0349,2.2894,254435112.63867107,0.0035914773179683834
DP 612,2.1422,2.1192,2.2152,2.1492,3.0989,242014536.66992792,0.0034175681648775935
DP 613,1.9287,2.5373,2.3248,1.8947,2.2715,246907744.62903625,0.0034859700956278378
DP 614,1.8255,2.1544,1.9081,2.7638,2.06,252311757.9579882,0.0035589138149387306
DP 615,1.9108,2.4241,1.517,2.8868,2.3212,250216629.799704,0.0035322063856504178
DP 616,1.8532,1.4836,2.3851,2.9396,2.2802,242989171.0904938,0.0034261425491422413
DP 617,1.8438,2.5162,1.725,2.5804,3.2201,244427572.20823753,0.0034493785060476512
DP 618,2.3272,2.0515,2.1248,1.6247,2.5339,260384116.85541281,0.0036754556598940064
DP 619,1.9911,1.9572,2.1598,2.2299,2.2464,257327687.93578941,0.0036320162180345505
DP 620,1.8714,2.4327,1.5638,2.6503,2.7851,259407530.83702332,0.0036658984026871622
DP 621,1.8959,1.7948,2.3074,2.6198,2.4122,240127997.69509149,0.0033907187171280384
DP 622,2.0821,2.3228,2.7084,1.4686,1.7888,258814669.39566967,0.0036520695624252162
DP 623,1.3257,2.8071,2.3504,2.6964,2.6287,234679001.75600335,0.0033149690522501865
DP 624,1.7801,2.2416,1.8838,2.6456,3.2638,249803980.63696551,0.0035223594866693022
DP 625,1.5496,2.3251,2.6656,1.8764,2.0992,249341024.64057139,0.0035203940642531961
DP 626,1.8837,2.2899,2.0331,2.3459,2.5338,250192255.35806313,0.0035335645079612732
DP 627,1.9237,2.0867,2.3426,2.2015,2.2845,253059289.05289578,0.003569365758448839
DP 628,1.7758,2.064,1.7748,2.5983,3.4436,261712980.9958666,0.003695720573887229
DP 629,1.8593,1.949,2.2487,2.5599,1.6912,250167809.38734224,0.003526494101000329
DP 630,1.7893,2.183,1.5239,3.0042,2.7174,260944968.64088446,0.0036799376830458641
DP 631,1.8225,2.4336,1.3714,2.9718,2.3323,260329963.20069456,0.0036729156660536924
DP 632,1.8824,2.2224,1.5074,3.0131,2.3069,259350211.41640174,0.0036585843190550804
DP 633,1.8839,0.8241,1.7713,2.2578,1.6225,316185576.98358947,0.004459784016944468
DP 634,2.01,1.7139,1.9534,2.6109,2.5254,253822959.03024298,0.0035832111025229096
DP 635,1.7246,1.885,2.5325,2.2504,1.791,253006769.08108827,0.0035738068167120219
DP 636,2.0207,2.4476,1.7267,2.7776,1.7154,243173137.4990024,0.0034332233998510572
DP 637,2.2148,2.567,2.143,1.7067,2.3421,251297139.959763,0.0035453555174171925
DP 638,1.7865,2.7146,1.4857,2.6405,1.7489,263180079.31569371,0.0037189700524322689
DP 639,1.9722,2.9293,2.1021,2.0602,1.3921,242382778.85987711,0.0034205998138835034
DP 640,1.8,1.8116,2.2973,2.9483,1.4198,241636490.92512074,0.00341240968555212
DP 641,2.0604,1.3096,2.3901,2.1999,1.7242,264240401.33708119,0.0037280536988484009
DP 642,1.4864,1.8616,2.0346,2.5767,1.9942,276941210.52393311,0.0039053971413522959
DP 643,1.6366,1.929,1.9889,3.285,1.6748,249932680.13120225,0.00352518999716267
DP 644,1.4643,2.2957,1.9446,3.6731,2.2982,227821415.76236,0.0032175284577533603
DP 645,1.8042,2.583,2.0726,2.3131,2.3174,236324722.81600952,0.0033314738733073077
DP 646,1.5122,2.1064,2.3389,2.9454,3.0403,221129745.99140993,0.0031162370207973504
DP 647,2.126,2.7472,2.1419,1.7251,1.6389,251366867.22300753,0.0035488342141939532
DP 648,1.8167,2.5934,1.7555,2.3646,3.0856,260872837.3425144,0.0036784408360042357
DP 649,1.8279,2.5482,2.4619,1.8232,2.2375,252954568.16119277,0.0035710510273929685
DP 650,2.0842,2.1222,2.2437,1.9296,3.2708,249180445.27043459,0.0035174129880033433
DP 651,2.1167,1.4618,2.234,2.6722,2.7071,251521840.02488041,0.0035496726632118225
DP 652,1.7959,1.4553,2.4141,2.8127,2.8101,238884565.72729722,0.00336958064387242
DP 653,1.7767,2.9986,1.7376,2.1903,2.3693,263471011.22782969,0.0037234860355965793
DP 654,1.8633,2.532,2.0182,1.9938,2.8424,259919541.43560377,0.0036654260733889211
DP 655,1.919,2.1486,1.6123,2.8553,3.051,250815139.97936162,0.0035404473310336471
DP 656,2.047,2.7045,2.1884,1.2756,2.2388,272157157.90172344,0.0038469740538857877
DP 657,1.8898,2.1688,1.7687,3.0548,2.5209,243754177.04803959,0.0034403583849780262
DP 658,1.5047,2.4838,2.2331,2.5174,2.4592,240951687.88336685,0.0034018085862044245
DP 659,2.0388,1.5093,2.2343,2.4494,2.4155,253936503.01479179,0.0035868475679308176
DP 660,2.0553,2.0479,2.4814,2.1308,2.113,243750537.02153456,0.0034404401667416096
DP 661,1.469,1.2824,2.2307,1.5313,2.5546,324004970.76493984,0.0045768091222271323
DP 662,1.8902,1.5785,1.9153,2.8454,2.4338,259712911.74410111,0.0036653157148975879
DP 663,1.6162,3.3965,1.9843,3.2632,1.8541,214216993.71960565,0.0030210576951503754
DP 664,2.3287,1.2797,2.1062,1.9396,2.8224,265267251.09912816,0.0037460540835228232
DP 665,1.7309,2.2957,1.517,2.7769,3.5308,262812604.49609178,0.0037115023005753756
DP 666,1.7537,1.8454,2.2301,3.1286,2.0456,236455938.53943458,0.0033369343986527789
DP 667,2.0461,2.9166,2.1182,1.4588,2.6275,265575768.55551952,0.0037470468475172916
DP 668,2.1312,2.5959,1.8281,2.1341,1.9906,256727288.98131567,0.0036263688733535154
DP 669,2.419,2.2075,1.828,2.0197,2.2623,248961930.21280885,0.0035190295020584017
DP 670,1.6339,2.5601,2.1729,2.183,2.0548,253930626.42368221,0.0035800455204610315
DP 671,2.2357,2.5839,2.3964,1.6126,2.3059,239011251.99755552,0.0033743178937584162
DP 672,2.0791,2.3775,1.3751,1.6447,3.8507,294245497.86109406,0.00415551605530911
DP 673,0.9715,2.9626,2.2073,2.1719,2.4809,239363776.6412484,0.0033743440872058272
DP 674,2.0689,2.8567,1.9666,2.0556,2.3197,244972994.03694603,0.0034593401476740839
DP 675,2.3074,2.4348,2.2875,1.6853,2.177,240742513.27141678,0.003398298955289647
DP 676,1.5794,2.0671,0.9278,2.5658,2.9839,321628423.9610554,0.0045387835374900275
DP 677,1.0256,3.0058,2.3745,3.2789,2.4643,210432996.34581125,0.0029705896352728209
DP 678,1.967,2.7723,2.8078,1.2257,2.9116,242105458.82386261,0.0034179221256636083
DP 679,1.8224,2.3074,2.3077,1.9993,2.9622,258939694.91639256,0.0036522932059597224
DP 680,1.4401,2.309,2.0395,2.2674,3.2989,269418073.76834464,0.0038001847569830716
DP 681,2.9276,1.0636,1.9291,2.5612,2.4355,212897734.65403184,0.0030022463428654839
DP 682,2.2646,2.6834,0.9605,1.7372,2.3329,297311532.72042924,0.0041954180342145264
DP 683,2.4203,2.1408,3.3686,0.3753,1.445,260590320.1795032,0.0036791052746896944
DP 684,2.0034,1.5383,2.1669,2.58,2.3083,248709903.00262624,0.003511476470157504
DP 685,1.2408,0.9536,2.884,2.7376,1.6502,255762552.51236403,0.003607621144813796
DP 686,0.9735,1.1287,2.9868,2.8409,2.1948,233697584.17062971,0.0032928360936542353
DP 687,2.4056,1.564,3.6808,1.0457,2.0218,232530392.43096662,0.0032868890557438135
DP 688,2.1865,3.3364,1.988,4.3813,2.4531,176421111.33059645,0.0024893334068890128
DP 689,2.0355,1.6358,2.1392,2.5431,2.4559,251244118.38683325,0.0035495695774443448
DP 690,1.7602,2.0442,3.3511,2.5514,1.4708,204493828.452454,0.0028820440638810396
DP 691,2.1908,3.5182,2.7105,4.2659,2.0336,169690092.655486,0.0023968955834529231
DP 692,2.2877,2.6147,1.7645,0.786,3.0534,297477484.38930607,0.0041974179912358522
DP 693,2.4916,2.5507,2.1008,1.2797,2.3173,250018156.90674123,0.0035344606731086969
DP 694,1.4685,1.7413,1.5386,1.5251999999999999,2.6192,346350277.14726031,0.0048880337853915989
DP 695,1.7823,3.2001,1.803,2.8263,1.2384,240598989.1174815,0.003392154071480036
DP 696,1.5241,2.6671,3.5966,2.3082,2.2749,203354645.80777422,0.0028729805878053107
DP 697,2.2287,2.3388,2.6288,2.1274,1.1761,229276631.27933097,0.0032345673535019159
DP 698,1.7585,2.8636,1.5227,1.6617,1.574,297981837.46819681,0.0042097831610590219
DP 699,2.1834,0.8886,3.1108,2.7707,1.9324,218597965.66374251,0.0030793912883382291
DP 700,1.7922,0.8627,2.4587,2.0076,3.0028,276329368.08634132,0.0038924585872640214
DP 701,2.6425,1.6433,2.8528,1.376,2.8484,229895517.8729454,0.0032425341196358204
DP 702,2.1721,2.3237,1.7492,2.3442,3.2666,234062054.93551385,0.0032980797501901784
DP 703,1.8947,2.005,1.8449,2.4339,3.47,246756030.23355609,0.0034773434357096753
DP 704,2.1122,2.7193,1.6377,2.2751,2.1447,251765752.71026957,0.0035533242044039071
DP 705,1.8233,2.3656,1.8488,2.3209,3.4535,259031458.07211736,0.0036613884149119258
DP 706,1.9468,3.0108,2.0385,1.99,2.2929,250177757.6552012,0.0035283922269526455
DP 707,1.7414,3.3119,1.2374,1.9324,2.9326,287812197.12394845,0.0040631102664130071
DP 708,1.2144,2.6233,3.1433,2.1148,2.5857,230364745.84718707,0.0032487759599462152
DP 709,2.2355,1.073,2.7447,2.1869,1.532,252618365.11622071,0.0035620664046811207
DP 710,2.325,2.8907,2.5655,1.1333,3.2425,222746463.80520073,0.0031401116090516248
DP 711,2.0403,2.1397,2.0532,1.3011,3.6294,290791205.83343196,0.0041048185168100259
DP 712,2.0089,2.7553,1.3875,2.5933,2.1879,253471728.67779633,0.0035772837582044303
DP 713,1.877,1.556,2.5604,1.9567,2.5459,261154811.56550422,0.0036882274143863469
DP 714,2.0277,1.5214,2.5217,2.6002,1.8568,244967954.44382304,0.0034626806736923754
DP 715,2.0916,1.8494,2.8638,2.0357,1.5591,243776074.99688888,0.0034388528729323298
DP 716,2.0436,1.8637,1.7973,2.406,3.1932,259138006.57501435,0.0036575401318259537
DP 717,2.3576,2.3718,2.0428,1.5584,2.4116,240526261.05789,0.0033900578855536878
DP 718,2.2014,2.5386,2.0009,1.576,2.5164,263763049.83799955,0.0037221918917364543
DP 719,1.9927,1.8444,1.8032,1.4683,2.6187,304548942.79597312,0.0043009218759834768
DP 720,2.2077,2.7595,2.1095,1.6451,2.5105,252162022.9685283,0.0035650346544571221
DP 721,2.2077,2.4685,1.9525,1.7302,2.2247,249332702.85299429,0.0035156059311702847
DP 722,2.1899,2.6383,1.9107,1.7048,2.0247,256571734.61596519,0.0036203550090166655
DP 723,2.3212,1.9694,1.9903,1.8244,2.3915,241729204.67021671,0.003406003350391984
DP 724,2.3161,2.0938,1.8567,2.1845,2.5898,253277668.90965804,0.0035742704889604022
DP 725,2.2933,2.05,1.6286,2.2003,2.707,267976209.22790694,0.0037837012205272913
DP 726,2.3132,2.8706,2.2084,1.5808,2.7072,239075909.28551447,0.0033783612307161093
DP 727,1.9696,1.9754,1.8653,2.9019,1.7168,249394536.56707931,0.0035188168597718081
DP 728,1.9484,2.4303,1.8384,2.4453,2.5185,256037901.59781614,0.0036175064742565155
DP 729,2.036,2.836,1.6642,2.2289,2.0848,256037130.50599781,0.0036142620790217605
DP 730,2.0455,2.1622,1.9235,2.7108,1.6454,246137768.15133107,0.0034749502914824654
DP 731,2.2939,2.7381,2.2365,1.5334,2.1701,248219387.29514217,0.00350641312875918
DP 732,1.8911,2.5307,2.2414,1.6697,2.3484,258265291.41335663,0.00364654747924457
DP 733,1.8058,2.3213,2.0356,2.5997,1.8381,249424311.02837694,0.0035191056861852608
DP 734,1.9695,2.7911,1.6494,2.4813,2.6749,257067774.00530457,0.0036313332772503295
DP 735,1.6538,1.8159,2.4181,2.2612,1.9417,262120698.82864016,0.0037031315150670707
DP 736,1.9743,2.0682,2.2254,2.0025,3.0874,254615680.0180901,0.003591607291517513
DP 737,1.8827,2.625,1.5115,2.701,2.4378,260825514.44289061,0.0036794924775936772
DP 738,1.0855,2.0452,1.7952,2.7057,2.7818,272792889.25902724,0.0038469577848445624
DP 739,2.0981,2.1052,1.6316,2.7686,1.5868,255653763.26579422,0.0036091486302514872
DP 740,2.1927,1.8557,1.8848,2.7716,1.7345,245349401.73520198,0.0034595638047903777
DP 741,1.509,2.6049,2.8426,2.9859,1.5127,210104943.67323855,0.0029667277121916413
DP 742,2.0685,2.7347,2.1245,2.0582,1.4177,245975592.12240025,0.0034736867528408766
DP 743,2.444,2.1812,1.8591,1.7102,3.2815,251720908.8275581,0.00355107756331563
DP 744,2.3758,2.178,1.5728,2.149,2.0372,248312596.57246557,0.0035012993030250072
DP 745,2.1927,2.6604,1.5609,2.2886,1.995,251320851.1409457,0.0035453663440421224
DP 746,2.0296,3.1892,1.6983,3.8031,1.9734,210306390.20139921,0.0029652302153408529
DP 747,2.0266,2.0247,1.3056,3.0106,2.0694,262468159.41790512,0.0037062019808217885
DP 748,2.129,1.7498,3.5698,1.8765,2.2522,221896026.79644033,0.0031348626944236457
DP 749,1.6925,2.877,1.0078,2.7574,2.1973,282156502.26465511,0.0039825362619012594
DP 750,1.3337,1.8738,3.1544,2.4425,1.6492,241273995.38186768,0.0034050395091374717
DP 751,1.3374,2.5623,2.1066,2.5271,2.7771,248895157.33889738,0.0035152367199771106
DP 752,1.7292,1.7183,2.4734,1.9943,1.3966,273829020.79749244,0.0038690646761097014
DP 753,2.1685,1.4762,1.823,2.9054,1.9565,244964299.54562989,0.0034537308383733034
DP 754,2.0464,1.5712,2.2089,2.6828,2.4393,234967774.94661376,0.0033121240558102727
DP 755,2.088,1.3037,2.5118,2.0312,1.6463,262812924.93408653,0.0037075255822855979
DP 756,1.8511,1.8282,2.1562,2.2143,3.2715,259847977.35313681,0.0036675557494163513
DP 757,1.8341,1.4971,2.3765,2.4329,3.0541,253608761.74741557,0.0035817224706988782
DP 758,2.4099,2.0947,2.0483,1.4011,2.3182,249823718.27024603,0.0035225924220867455
DP 759,1.5753,2.706,1.6882,2.7451,3.0439,253827628.23071733,0.0035830398555845022
DP 760,2.0012,2.1573,1.9567,2.3984,2.8978,248028130.51350576,0.0034987124547894511
DP 761,2.0536,2.3785,2.0002,1.8578,2.5691,260656966.45948544,0.003681152460298368
DP 762,1.4666,2.5408,1.9869,2.3178,2.2058,259265876.63579443,0.0036588514922186732
DP 763,1.6678,2.1318,2.1504,2.3555,2.4358,259810110.82249734,0.0036644044739659876
DP 764,2.379,2.9885,2.3641,0.9826,2.6314,232006598.06991771,0.0032700165756978095
DP 765,2.025,2.3801,1.6288,2.7795,2.7388,254045181.55662924,0.0035847623366862535
DP 766,2.1291,2.1258,1.5655,2.9579,2.4032,248721481.89662024,0.0035139518324285744
DP 767,2.1139,1.8402,2.1728,2.1958,2.6212,244358764.645474,0.0034450692182872444
DP 768,2.0911,2.2856,2.3282,1.8062,2.2876,236854112.10025755,0.0033385839778929949
DP 769,2.0841,2.2941,2.2439,1.8761,2.2143,254004295.38283029,0.0035895782639272511
DP 770,2.4661,2.4121,2.2443,1.7586,1.7057,235823550.39369538,0.0033329263096675277
DP 771,1.8477,1.6948,2.3064,2.6515,2.7745,250138474.56499997,0.0035287748970505265
DP 772,2.0468,2.0517,2.4174,1.7155,2.1451,257361456.34124911,0.0036319887149147689
DP 773,2.0995,2.18,2.2348,1.6203,2.1623,265839558.597898,0.0037556523457169533
DP 774,2.2408,2.7778,1.9759,1.7086,2.5963,246041268.18724757,0.003474116645520553
DP 775,1.767,1.788,2.3069,3.16,1.1889,249670455.20841646,0.0035216411924920976
DP 776,1.8923,1.9134,2.4382,1.9274,2.647,259845464.19604206,0.0036685012746602297
DP 777,1.9367,1.3301,2.0827,2.7657,2.5557,246786454.09930247,0.0034771430655382574
DP 778,1.9327,1.3485,1.673,3.0664,1.6703,257380143.20719463,0.0036255971062928438
DP 779,2.4256,2.5219,1.7452,1.7907,2.6416,251894905.440383,0.0035573257191572338
DP 780,2.2887,2.0814,1.997,1.6651,2.5663,270221569.47801948,0.003812538692727685
DP 781,1.9507,2.3691,2.3215,2.1355,2.8208,240794250.10889456,0.0033990238734986633
DP 782,1.9158,2.6902,1.4544,2.491,2.8265,267100720.15732813,0.0037706465615580478
DP 783,2.1192,2.2387,2.2769,1.733,2.0606,259836194.64401859,0.00367076825350523
DP 784,2.2566,2.2796,2.4481,1.7553,2.0709,242350229.9513846,0.0034229323001844542
DP 785,1.6351,2.6489,2.0687,2.3791,2.1085,244360385.70391542,0.0034483339570994887
DP 786,2.0067,2.1586,2.2795,1.5674,2.5264,265785451.54109278,0.0037526070664171129
DP 787,1.9987,2.3491,2.3342,1.6763,2.5331,260668998.76038069,0.0036756386514753105
DP 788,1.9283,2.2278,2.3683,2.0405,2.2908,245865530.12985256,0.0034702459815889597
DP 789,2.0638,2.0922,2.5937,2.0076,2.2797,247856528.84932178,0.0034964010701514781
DP 790,2.0542,2.298,2.3154,1.6732,2.5182,252059305.58246943,0.0035554053860583474
DP 791,2.1358,2.5755,2.3585,1.8329,2.3714,238672528.48133835,0.0033699907071422786
DP 792,1.9018,2.1994,2.4234,1.8702,2.0299,254286868.61697215,0.0035913008614443243
DP 793,2.1698,1.6268,2.2802,2.0981,2.0221,248071069.37574893,0.0034979413030669093
DP 794,2.1937,2.5333,2.543,1.4789,2.2639,250938945.16468689,0.0035433414990880658
DP 795,2.2626,2.9585,2.4865,1.6118,2.1951,230552498.65905395,0.0032555441139265895
DP 796,1.3466,1.3914,1.9701,2.6262,2.5715,291249021.47750682,0.0041079117800109088
DP 797,2.0152,3.5225,1.3649,2.8015,2.7553,240316496.21965006,0.0033959192805923522
DP 798,1.6106,2.6468,2.6963,3.8294,1.8809,195302226.86859289,0.0027596584695857018
DP 799,2.121,1.9166,1.7672,1.9306,1.1134,287688984.531046,0.0040578048792667687
DP 800,1.085,2.7651,2.192,3.6084,1.8777,219274195.9981989,0.0030922001751605421
DP 801,3.1198,1.2684,2.4085,2.1527,2.5268,178036785.50646269,0.0025082083884626627
DP 802,1.5826,1.2626,1.6429,2.7431,2.3113,303288819.81116843,0.0042764416688846219
DP 803,2.1143,1.6796,3.2665,2.0742,2.5296,222366026.73465604,0.0031374114332720637
DP 804,2.3071,2.6229,1.4426,2.1019,2.0374,258298312.15723029,0.0036451089492237024
DP 805,1.9011,3.2559,1.4006,1.4576,2.2678,290633004.40378803,0.0041036929857606692
DP 806,1.855,2.9753,0.8783,2.0921,2.7276,321223295.62762147,0.0045298346214824254
DP 807,1.6485,1.8316,2.139,2.8952,2.5315,250209664.4643766,0.0035346378184234104
DP 808,1.9547,3.7489,2.5158,2.2618,2.7316,204990683.1154314,0.0028907782139463555
DP 809,2.1301,2.174,1.5837,2.8557,1.9234,238145113.87703025,0.0033611612549672523
DP 810,2.0177,2.325,1.5922,2.6453,1.9236,264865608.60485566,0.0037397594035913548
DP 811,2.2481,2.961,1.7827,1.587,3.3045,255784791.96399689,0.0036143413744866848
DP 812,1.9166,3.6952,1.7477,2.6714,2.7874,214744017.0707702,0.0030254770535975695
DP 813,1.9189,1.0003,2.9021,2.8831,2.5237,224590733.176596,0.0031637664069421589
DP 814,1.9841,1.6692,2.121,2.3577,0.9296,270130069.31417304,0.0038090864795127083
DP 815,1.805,2.1981,1.9555,2.3325,2.8657,267606201.52490738,0.0037741820560768247
DP 816,2.0092,2.3914,1.8948,2.4793,2.3794,246388725.8656677,0.0034805241506546737
DP 817,1.8273,1.6953,1.8396,2.9643,2.8561,250913383.65047359,0.0035406308182116064
DP 818,1.8554,1.7347,1.8704,2.8419,2.6591,258246146.27264702,0.0036494284286163747
DP 819,1.9555,3.249,2.3333,3.9889,2.4352,175497433.87462962,0.0024729863507673144
DP 820,2.2068,2.1777,2.8998,1.6153,2.2483,233373744.21598008,0.0032964849378913641
DP 821,2.2848,2.011,1.6652,1.6827,3.1936,271616801.9501043,0.0038336921716108918
DP 822,1.5213,2.2644,3.1536,3.132,1.7962,207129760.2869865,0.00292614713544026
DP 823,1.9087,1.593,2.9337,2.1971,1.7148,239336930.80750272,0.00337541364133358
DP 824,2.1178,1.812,1.2732,2.9751,2.571,266697722.62925482,0.0037656169733963907
DP 825,2.2223,2.5418,2.9281,1.754,0.9731,226331357.18759787,0.0031993165612220764
DP 826,2.1455,1.8816,2.0908,1.4394,1.0294,286901096.31485593,0.0040529629914090037
DP 827,1.8919,1.4505,2.7955,2.8107,2.0168,230301802.92729482,0.0032551868353039026
DP 828,1.6499,2.6799,1.7608,2.083,1.9228,284322541.85034382,0.0040120083639132121
DP 829,1.0608,2.8986,2.9706,2.5752,1.8449,218435613.03105494,0.00308040069648996
DP 830,1.5909,2.2426,3.0036,2.8671,2.6305,213307568.48004556,0.0030076651213069758
DP 831,1.7234,2.4979,1.9389,2.2311,2.4681,263482444.88222656,0.0037229028530418873
DP 832,2.1521,2.5523,2.3199,1.6161,1.9941,239118364.22734714,0.0033709241542965174
DP 833,2.313,2.1415,2.1791,1.8047,2.4806,245201576.47427851,0.0034616312186699361
DP 834,2.192,2.1722,2.2121,1.6612,3.0865,253765829.10256654,0.0035844272060785443
DP 835,1.6466,1.9577,2.0409,2.7484,2.0893,249350458.1826826,0.0035185292654205114
DP 836,2.0875,1.8735,1.4434,2.5468,1.1985,274269564.9120056,0.0038725759950466454
DP 837,2.1628,1.9446,1.4483,1.2283,2.5377,328877097.55585587,0.0046388310147449374
DP 838,2.428,2.4054,1.2492,1.4977,3.4225,278691694.65724033,0.0039371394086629152
DP 839,1.4128,3.2431,1.9665,1.6472,2.1954,271736846.12846559,0.00383955977546672
DP 840,1.6953,1.8188,1.9136,3.0225,2.21,256734999.62060103,0.0036286754766479135
DP 841,2.176,3.2247,1.4827,1.9338,1.8211,247724857.38372156,0.003489567587773005
DP 842,2.2354,2.1298,1.7761,3.1027,1.3204,239883744.4917199,0.003383660048712045
DP 843,2.59,2.7153,1.3185,2.3364,2.7628,232053937.24644175,0.0032780029345303775
DP 844,1.9977,3.0251,1.486,2.3573,2.1463,262398006.32782581,0.0037091562408022583
DP 845,2.7472,1.0847,1.9495,2.8052,2.846,221057191.12526032,0.0031190890003927052
DP 846,1.5287,1.6784,2.5341,2.695,2.4236,237635648.16242316,0.0033508675987832248
DP 847,2.0186,1.281,2.4986,2.9916,2.8255,232854818.00241405,0.0032860158244147897
DP 848,1.9009,2.6651,1.7337,1.3967,2.3851,298439058.18423837,0.0042101015440291828
DP 849,2.0171,2.2148,3.3286,1.8396,1.8641,223745329.30965182,0.0031600801407226493
DP 850,1.8324,2.0879,2.608,1.6565,2.2604,258650898.87872103,0.0036540057975798846
DP 851,1.7557,2.3823,2.3033,2.1319,2.3577,238896115.06748849,0.0033675437443889678
DP 852,1.7974,2.3224,2.2117,1.9501,2.2981,263408170.49184313,0.00371515073089136
DP 853,1.8122,1.8796,2.4814,2.1566,2.2691,252745415.08196127,0.0035668431988192927
DP 854,1.9023,1.527,2.4851,2.4113,2.527,251707352.20525098,0.00355231887078844
DP 855,1.7975,1.6748,2.0029,2.6446,3.2318,270882247.56769705,0.0038217925078546009
DP 856,1.9886,2.2199,2.1984,1.1633,2.6372,286877603.61413318,0.0040507243247702718
DP 857,1.9054,2.0307,2.1093,2.6041,2.3859,246198576.26711389,0.0034778547415044159
DP 858,2.1162,1.9835,2.0963,2.1074,2.4949,254308608.31771219,0.0035915261962347561
DP 859,1.7219,2.2135,2.5062,1.9607,2.4483,255275468.93647915,0.00360583676956594
DP 860,1.8919,1.1492,1.6397,2.2349,2.6845,309258481.693724,0.0043649353707830114
DP 861,1.7973,1.1951,2.4824,2.2363,2.4767,282926871.90482718,0.0039903296274133027
DP 862,2.2883,2.3223,1.1051,2.3421,1.3202,280216580.07108927,0.0039611989341210574
DP 863,2.1827,2.445,2.6788,1.5904,2.5402,243823172.80886778,0.0034399988362565637
DP 864,1.9278,2.4162,1.8615,3.1903,1.7284,231586762.33359787,0.0032701948191970589
